gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene9637	1.92410071106545133e0	4.49407266402392980e-1	1.36690002565755231e0	3.28778446094624921e-1	7.42323169792474591e-1	9.73736332150715866e-1
gene9638	6.67531682034249206e3	-5.23969105474400912e-2	9.90732045291329855e-2	-5.28870654749362679e-1	5.96895133281553303e-1	9.46790067777127264e-1
gene9639	4.70755070780243295e3	7.68713460062189630e-2	1.00359836851150644e-1	7.65957263563821766e-1	4.43701713378248486e-1	8.91142256961955481e-1
gene9640	1.52937143899308889e1	4.54281366160367919e-2	4.48165805090685543e-1	1.01364575565609003e-1	9.19261002434790031e-1	9.93766132701380478e-1
gene9641	1.34680406822272090e2	1.77016966710424972e0	3.00962627671926830e-1	5.88169262342391352e0	4.06091940840503916e-9	5.74787378480852470e-8
gene9642	4.76433597693573130e-1	1.98768448837178457e0	2.85905003154303960e0	6.95225500233384808e-1	4.86913961765808867e-1	9.08336191931717774e-1
gene9643	3.90374784562355220e-2	5.55268722133316142e-2	3.05338185572365317e0	1.81853678436075354e-2	9.85490936186641520e-1	9.97196634454799447e-1
gene9644	5.40560793393368158e2	-1.47615886310814681e-1	1.25625114610363103e-1	-1.17505075930603375e0	2.39974425368171346e-1	7.53040507832319017e-1
gene9645	6.56663896924330743e2	-2.78523116869846682e-2	1.40404384051040859e-1	-1.98372094113952901e-1	8.42753976151499717e-1	9.85317828129333440e-1
gene9646	2.63469673804256459e1	1.05035321968965867e-1	3.31353112768848046e-1	3.16989090856190425e-1	7.51251898672977925e-1	9.74275986767344060e-1
gene9647	1.12942026247919518e1	8.17088012327186086e-1	5.39949935737100373e-1	1.51326624608586524e0	1.30212043785308706e-1	5.80146617616234539e-1
gene9648	3.38639062644858768e2	2.69008301783331960e-1	1.34060837361955204e-1	2.00661361719700215e0	4.47908161780234682e-2	3.04342371500794295e-1
gene9649	1.06153540489538182e3	7.12498070004280448e-2	1.00255162831294584e-1	7.10684666886675975e-1	4.77279634166446309e-1	9.04158127561105140e-1
gene9650	1.76426953562237765e0	1.40931591855960270e0	1.05542369335214392e0	1.33530820601862499e0	1.81775503189377380e-1	6.73847470807496629e-1
gene9651	1.43973288346186365e2	1.97234852615993800e-1	1.67663416379480984e-1	1.17637381412759900e0	2.39445547431795358e-1	7.52667242077011078e-1
gene9652	1.09827551156233536e1	-1.29454471066594412e-1	5.24986762464107359e-1	-2.46586162399561548e-1	8.05228550193775039e-1	9.84442658537006521e-1
gene9653	3.59292222877420997e1	2.00508235261467771e-1	3.01471120708116269e-1	6.65099312964041678e-1	5.05986936412988086e-1	9.15618739050953145e-1
gene9654	7.88489378416793407e0	5.27793521130337617e-1	5.32844145992527052e-1	9.90521384348172274e-1	3.21919356516950750e-1	8.29415753849555459e-1
gene9655	1.97363254593939246e2	-1.48451002899533502e-1	1.43363256440565967e-1	-1.03548849674098165e0	3.00440852450751916e-1	8.11092623745737651e-1
gene9656	8.09949254521166466e1	3.23507414638980972e-1	1.95358720276780085e-1	1.65596608219301666e0	9.77286846117814967e-2	4.94951704098651468e-1
gene9657	1.06572214474469683e3	1.03581670294076045e-2	1.15476072842337810e-1	8.96996821458403149e-2	9.28525803571680464e-1	9.93766132701380478e-1
gene9658	1.84766736315425781e1	-1.91569760740375045e-1	3.71044150455098531e-1	-5.16299099461366207e-1	6.05645479410199639e-1	9.49766416993648943e-1
gene9659	1.07523287717278588e1	4.97673312127595302e-1	4.88482033531054183e-1	1.01881600133806516e0	3.08290343580080506e-1	8.17998258400332690e-1
gene9660	3.06220450032683793e1	1.28670812026533521e0	3.15506800345710769e-1	4.07822626598047488e0	4.53805944802969960e-5	5.22768709478519614e-4
gene9661	9.88241876210810499e-1	-2.20480840015204915e0	1.55629767997687130e0	-1.41670094900148902e0	1.56570384547794067e-1	6.32856342129031968e-1
gene9662	2.92786621421119264e2	-1.00203860750028798e-2	1.30870907357550470e-1	-7.65669488912943258e-2	9.38967977315792623e-1	9.93859891770326742e-1
gene9663	6.07871490589443368e1	2.67977350447426224e-2	2.62089513698472498e-1	1.02246498406543471e-1	9.18560967859052058e-1	9.93766132701380478e-1
gene9664	1.59669941307171325e3	5.50786814903829677e-2	1.08848078254385638e-1	5.06014275802464830e-1	6.12846583498878217e-1	9.52085388365131458e-1
gene9665	4.79289047272741939e1	-2.69632557922809157e0	2.65284878825715886e-1	-1.01638871810688300e1	2.87384919128669304e-24	6.90035428110271201e-23
gene9666	2.21929185866301793e2	-4.76552945251098314e-2	1.69598653123243182e-1	-2.80988637866598501e-1	7.78719144925964724e-1	9.80107352089674255e-1
gene9667	1.17632199164194837e1	-6.35524008963425424e-1	5.38531069110875116e-1	-1.18010648858697698e0	2.37957880591627119e-1	7.50750581681378981e-1
gene9668	2.75738751123319581e0	1.16112393224463517e0	1.19309971162869677e0	9.73199407331670985e-1	3.30454218412908729e-1	8.34997098865330023e-1
gene9669	4.44106035081606176e0	9.33876981894803393e-2	7.25141068153823953e-1	1.28785559514979830e-1	8.97527306936393821e-1	9.92057177394178868e-1
gene9670	3.57914422666058414e1	7.48270872127526632e-2	3.55300745697581410e-1	2.10602111362982208e-1	8.33197795787409490e-1	9.84883502316013293e-1
gene9671	2.07836059817840058e0	3.84623001292961719e0	2.98615862367227747e0	1.28801932437187583e0	1.97739248105615439e-1	6.97077875987107909e-1
gene9672	2.01801714110853169e2	-1.96723158816928978e-1	1.42904869552053254e-1	-1.37660220700367630e0	1.68635275262391193e-1	6.53900344618876583e-1
gene9673	6.09457036536593333e-1	4.15526141875191157e-1	1.87965712754162539e0	2.21064861131695517e-1	8.25041963753828322e-1	9.84759973047995896e-1
gene9674	8.13634172740854211e1	-2.33912219172712460e-1	1.99556694799596201e-1	-1.17215921724709671e0	2.41133155235056712e-1	7.54675650187190850e-1
gene9675	3.24703592967669806e2	-1.89608764390341966e-1	1.33294316187947653e-1	-1.42248199182769208e0	1.54886380462774365e-1	6.29431214568236141e-1
gene9676	3.43494504097847582e1	9.26443184022350819e-2	2.50797060840440844e-1	3.69399537984124005e-1	7.11829939208893370e-1	9.69168137181581124e-1
gene9677	2.94712646888017353e1	-1.90741965240589506e-1	3.22506058759724434e-1	-5.91436842998032786e-1	5.54227713772511454e-1	9.30886526228716260e-1
gene9678	4.83604286020948223e2	2.26217611072734054e-1	1.33918876744070964e-1	1.68921377308930798e0	9.11784668021402289e-2	4.76178109250485482e-1
gene9679	1.39803660682635410e2	-2.56681894864936810e-1	1.67512714526202894e-1	-1.53231290884958926e0	1.25445237289822098e-1	5.69995014580224502e-1
gene9680	5.42756500236217107e2	-1.16420954791314910e-1	1.30067900933567931e-1	-8.95078293381368573e-1	3.70745241272304904e-1	8.60075086413297329e-1
gene9681	4.10098343436042114e1	-5.50115013263354546e-1	2.42849497370009243e-1	-2.26525077968430333e0	2.34972925732812345e-2	1.85824422100365760e-1
gene9682	2.09943842869425453e2	2.10153198829197529e-1	1.84345728497989664e-1	1.13999494613453600e0	2.54288423984397716e-1	7.68310209313437631e-1
gene9683	1.37318808196765900e2	-9.58227234965249586e-2	1.62662151822647427e-1	-5.89090470172813574e-1	5.55800538931010002e-1	9.31143932365440796e-1
gene9684	5.74002076773494281e1	1.04731904936135045e0	2.42636708301454673e-1	4.31640808471630422e0	1.58588682005099144e-5	1.87234232445475184e-4
gene9685	5.23597498683768436e2	5.51523243235152033e-2	1.12280502969564502e-1	4.91201258142432429e-1	6.23284066986704133e-1	9.53275105201780826e-1
gene9686	4.40916305653014115e3	-2.19508374792093813e-1	1.26394857374361069e-1	-1.73668754688290550e0	8.24423327818559065e-2	4.50505415412560006e-1
gene9687	8.04830899896415559e1	-9.11606358932537109e-2	2.24179765702358952e-1	-4.06640784941700306e-1	6.84271819353144850e-1	9.65354753892156636e-1
gene9688	2.63117022178552179e4	1.00498673890441670e0	9.75515071121023231e-2	1.03021139155700148e1	6.89296630310815079e-25	1.69802132824032541e-23
gene9689	1.62159397276725883e2	-1.71535896830162043e-1	1.54341601249356919e-1	-1.11140415443160867e0	2.66394442589212521e-1	7.80157949501898096e-1
gene9690	5.70531386510023637e1	3.42016377155818674e-1	2.00308722630169994e-1	1.70744624929431321e0	8.77391363533118335e-2	4.66405240966964951e-1
gene9691	6.46719645931473224e2	-1.40205353735601335e-1	1.17400060437122269e-1	-1.19425282417714973e0	2.32379101232348645e-1	7.44666844904241287e-1
gene9692	1.01990320405545507e1	7.84892138519964311e-1	6.06625053956984961e-1	1.29386699972273167e0	1.95711376391736275e-1	6.94069004228870079e-1
gene9693	7.75692170866589237e0	8.38778738696498161e-2	5.51326082888866198e-1	1.52138410412477304e-1	8.79077766708160846e-1	9.90823142508232224e-1
gene9694	2.59420536171972884e1	2.44274557591093266e0	8.01685174702856496e-1	3.04701353223393800e0	2.31127313136805920e-3	2.32164124168518400e-2
gene9695	3.43241637518007565e2	-8.62594803404050092e-3	1.45828498534100681e-1	-5.91513189860032734e-2	9.52831500730061287e-1	9.93897460490620999e-1
gene9696	2.62242127572923664e2	-6.03097310163355285e-2	1.31127936698037267e-1	-4.59930450634767340e-1	6.45566107036417813e-1	9.57331051027972224e-1
gene9697	1.57745972192624208e2	1.58594089848476311e-1	1.58350008718933122e-1	1.00154140269089864e0	3.16565149134074908e-1	8.24704745449159282e-1
gene9698	2.05939549724478645e1	-2.35675844943338098e-1	4.07779555330453958e-1	-5.77949143998532477e-1	5.63298407209016250e-1	9.33983772306341997e-1
gene9699	5.88426459270134288e1	2.34549250303412421e-1	2.68063286545606128e-1	8.74977149336367943e-1	3.81586340861518936e-1	8.64128323494693817e-1
gene9700	2.11016860216423519e0	1.61899525973629577e0	1.19872169346349411e0	1.35060145200050186e0	1.76823143863502674e-1	6.65996566198491458e-1
gene9701	5.06359977721397797e2	-1.96381608218440440e0	1.15736734764039159e-1	-1.69679582389133259e1	1.41776382562331098e-64	8.99828512128884154e-63
gene9702	1.19806590392638168e3	2.20796114584390496e-1	1.06975082768342708e-1	2.06399573499307465e0	3.90181171325676771e-2	2.75351294736168983e-1
gene9703	2.24388168750819039e0	-8.36868781793841388e-1	1.28444017339988137e0	-6.51543605630669709e-1	5.14695598288844813e-1	9.17827507370397311e-1
gene9704	7.31848828818824444e1	-1.39332686540262568e-1	1.91160773918392091e-1	-7.28876974518552045e-1	4.66076895088176346e-1	9.00760483111444965e-1
gene9705	6.74953539896603019e1	4.18381383367842530e-1	2.50589900044969838e-1	1.66958597809712805e0	9.50013031663963364e-2	4.87205602368273927e-1
gene9706	1.53379863452474694e2	7.98253227114561759e-2	1.46421439370809425e-1	5.45175099046117939e-1	5.85633048180203453e-1	9.42607854431746328e-1
gene9707	1.34519344799951472e1	4.28725596252696670e-2	5.37314384983626603e-1	7.97904556874577398e-2	9.36403842256819496e-1	9.93766132701380478e-1
gene9708	1.31359134165258434e-1	-1.68673944468626574e-1	3.05223023858705877e0	-5.52625232317694656e-2	9.55929235644142561e-1	9.93897460490620999e-1
gene9709	9.51614300173348238e3	-1.50148570289476008e-2	1.07773932532968922e-1	-1.39318076978906136e-1	8.89198791048641857e-1	9.91598566066091647e-1
gene9710	8.21085448478057742e1	-3.33236886633990759e-1	1.80076139145854963e-1	-1.85053327006351065e0	6.42367226838249927e-2	3.87227358247413278e-1
gene9711	9.64690525097532969e1	2.78478030491061568e-1	2.24393897454712221e-1	1.24102319024636021e0	2.14597196090775766e-1	7.21807176522037186e-1
gene9712	6.80058685497362774e1	-2.90683612920740186e-1	2.07400592441349119e-1	-1.40155632874068425e0	1.61047781513087435e-1	6.39856706095358829e-1
gene9713	3.47999660273800657e2	-8.09918281314191829e-2	1.34644480393232957e-1	-6.01523567062536180e-1	5.47491273776044673e-1	9.28722166018686179e-1
gene9714	1.12778746581402800e2	1.63795761394668615e-1	1.63034425268802463e-1	1.00466978752868252e0	3.15055895934965746e-1	8.23180552411361344e-1
gene9715	6.51411240152789048e1	2.47705310715238894e-2	2.39725601806872413e-1	1.03328684482684133e-1	9.17702058762106754e-1	9.93766132701380478e-1
gene9716	8.55539653843133010e2	-5.21947882923017650e-2	1.37176489880834057e-1	-3.80493686182258040e-1	7.03578974684571090e-1	9.68323188818420943e-1
gene9717	2.11531066152056324e0	-8.15077147439928873e-1	1.14491932886366277e0	-7.11907928263292078e-1	4.76521763371029805e-1	9.04007826960614214e-1
gene9718	3.62445886988713823e1	-1.78773455987930763e-1	2.75185008699220301e-1	-6.49648237863610367e-1	5.15919426332421938e-1	9.17827507370397311e-1
gene9719	1.01759616315370153e2	1.76663546670051075e-1	2.25094266065549081e-1	7.84842500690823286e-1	4.32545903738687010e-1	8.86715077943960317e-1
gene9720	5.13549916019167199e2	1.70106368776214052e-2	1.30097707921018824e-1	1.30752779195375340e-1	8.95970855672847399e-1	9.92057177394178868e-1
gene9721	3.04123296684305515e1	-9.55665780729825914e-2	2.69170036264300971e-1	-3.55041665852973087e-1	7.22558380145829959e-1	9.71971525874190334e-1
gene9722	1.03310053646397549e2	-3.32133268459617534e-2	1.77827430950650262e-1	-1.86772798034623488e-1	8.51838797067709486e-1	9.86542273895602118e-1
gene9723	1.18481309042330931e1	-2.91511871862655980e-1	4.59694506051222196e-1	-6.34142605633346013e-1	5.25987717491444906e-1	9.21618384122292800e-1
gene9724	1.08778238529335567e2	-2.69007826509957138e-1	1.58400920145767066e-1	-1.69827186775433514e0	8.94564579695453499e-2	4.70886886126537063e-1
gene9725	2.87160774769314120e-1	2.28791533945434500e0	3.04094942090483933e0	7.52368758166839902e-1	4.51829308310633615e-1	8.93900419114985634e-1
gene9726	1.23054877640772311e1	-5.06760901589781043e-1	4.29420228677719618e-1	-1.18010486639208989e0	2.37958525700696005e-1	7.50750581681378981e-1
gene9727	6.08522250527057906e1	-4.01807032355784910e-1	2.59771765269467880e-1	-1.54676945717707315e0	1.21918847323380264e-1	5.60489206068660928e-1
gene9728	8.14863759590071595e2	-1.49156118068755950e-1	1.13465440775981585e-1	-1.31455108312001001e0	1.88660829631895510e-1	6.84136471611463848e-1
gene9729	1.14864309907725642e-1	1.59374246889038829e0	3.05007717372760379e0	5.22525293005167146e-1	6.01304594381499191e-1	9.48545536449082238e-1
gene9730	5.27303545739308959e1	-1.03123257391822029e-1	2.26422790124589574e-1	-4.55445573014440164e-1	6.48788680982973265e-1	9.57707312414918799e-1
gene9731	1.36631328087608881e3	1.31959806815309888e-1	9.67340600609397777e-2	1.36415040092578432e0	1.72520242519717537e-1	6.58780999386943122e-1
gene9732	7.37927590273252498e0	-1.37677589555422170e-1	5.92631668896049346e-1	-2.32315613190039516e-1	8.16292921688519746e-1	9.84759973047995896e-1
gene9733	1.39497045338439474e0	9.71872172262387757e-1	1.34104932133253962e0	7.24710237574769156e-1	4.68629786811212090e-1	9.00823515116005780e-1
gene9734	2.70461208075015350e2	2.63603011812496013e-1	1.35102630325523360e-1	1.95113160400620722e0	5.10413881384382054e-2	3.31985582314273830e-1
gene9735	1.20095841047128872e2	2.22403977703801631e-1	2.01365523690652942e-1	1.10447892781024892e0	2.69385457183778432e-1	7.83459779858996952e-1
gene9736	3.46346764156566422e1	2.30633257417781817e-1	2.44983852517558109e-1	9.41422281704269559e-1	3.46488509727069460e-1	8.45392937114442633e-1
gene9737	3.23921189936063403e0	1.53330838230083244e0	8.20247562409392783e-1	1.86932391215756488e0	6.15777585477451928e-2	3.75860076599698001e-1
gene9738	2.04294883163226793e0	1.43831669069290835e0	1.86819550243573707e0	7.69896238813145395e-1	4.41361427961437292e-1	8.90633039473823773e-1
gene9739	1.37810354816282427e2	5.12811918214315154e-1	1.29853419212123011e-1	3.94915991681826606e0	7.84259532241983682e-5	8.94136625746595618e-4
gene9740	3.06530535171331664e0	-2.75998089588095741e-1	1.03389120310555760e0	-2.66950805615779163e-1	7.89507071657552739e-1	9.82091406969812564e-1
gene9741	4.39888501284839606e2	6.52145092122127928e-2	1.47861554088818042e-1	4.41051155008417572e-1	6.59175933584413842e-1	9.59514803915257009e-1
gene9742	7.31965902715689065e0	7.31063490846492581e-1	5.92812250464938795e-1	1.23321252263785763e0	2.17496498797649984e-1	7.25680181573475136e-1
gene9743	3.26310302968272595e2	-1.23982842653865433e-2	1.37730291166447694e-1	-9.00185729688406655e-2	9.28272390975563910e-1	9.93766132701380478e-1
gene9744	2.79820386786644555e1	-2.91859391874723817e-1	2.91796967624745551e-1	-1.00021393042733253e0	3.17207004077183496e-1	8.24833165958804515e-1
gene9745	2.99374660806523920e1	-5.30330857902003627e-1	3.00026186359166835e-1	-1.76761523498197226e0	7.71252448246000366e-2	4.34188984211710205e-1
gene9746	2.06980570166111200e0	4.05258405075615891e-1	1.11464133783127806e0	3.63577404965182926e-1	7.16173601285997052e-1	9.71007745612440631e-1
gene9747	6.87995197884408771e-1	-1.29434152452626661e0	2.23945571621057260e0	-5.77971475460317463e-1	5.63283329973056524e-1	9.33983772306341997e-1
gene9748	1.28793115538940350e0	-2.98890431716605809e0	2.98475275455807676e0	-1.00139092345308711e0	3.16637865495127402e-1	8.24704745449159282e-1
gene9749	3.95489002115215182e0	3.63208052563474479e-2	1.07967673281658705e0	3.36404445445408554e-2	9.73163800670288737e-1	9.95272823422040376e-1
gene9750	2.67448019446545857e2	1.11345103954627336e-1	1.52409601173817688e-1	7.30564892874709715e-1	4.65044937088685939e-1	9.00234028144181853e-1
gene9751	9.29291901287493829e1	-1.43943643964823658e-2	2.10521934402134847e-1	-6.83746538685443273e-2	9.45487317861694820e-1	9.93897460490620999e-1
gene9752	8.25505908520867990e1	3.71369107452873326e-1	1.88477773858685527e-1	1.97036021728118294e0	4.87970972683048274e-2	3.21969099308189122e-1
gene9753	7.96172721923984295e0	-5.58390517328163138e-1	5.91838530458962508e-1	-9.43484563087062300e-1	3.45433117961608138e-1	8.44912904524212194e-1
gene9754	3.31797251989338662e1	3.44879590090133192e-1	2.81866081822064518e-1	1.22355832195463532e0	2.21118904958901297e-1	7.28725870700225653e-1
gene9755	3.89971022494005774e3	-8.13544153387954494e-3	8.39972272438867795e-2	-9.68536914945800492e-2	9.22842526427497756e-1	9.93766132701380478e-1
gene9756	1.17797271117047174e2	-1.35529929517972519e-1	2.26937613861547427e-1	-5.97212278792435436e-1	5.50365615945736297e-1	9.29826751456644507e-1
gene9757	8.75622316345953209e1	3.25340321903917502e-3	2.44215215335405911e-1	1.33218694607989165e-2	9.89370975625719073e-1	9.98102351565781309e-1
gene9758	2.91185473703001935e3	1.72487188158212201e0	1.43454627613680386e-1	1.20238148484631484e1	2.66382897772038740e-33	8.34708297122478084e-32
gene9759	3.46876623860499755e0	-1.88295711186758852e0	8.94138420301280434e-1	-2.10588994848596833e0	3.52139096912501490e-2	2.54544071903128111e-1
gene9760	6.29925111146294654e1	-1.83987757111396047e-2	2.20236881688772979e-1	-8.35408473370040511e-2	9.33421429182591411e-1	9.93766132701380478e-1
gene9761	3.41157413096335176e3	-1.17028225576351771e-1	9.72188677562604436e-2	-1.20376042508287395e0	2.28682205333670174e-1	7.39396260881907241e-1
gene9762	3.80957255670683459e0	-2.24822037551198184e0	1.01690880888900592e0	-2.21083774263712929e0	2.70470727265253244e-2	2.07555299332661980e-1
