gene	normal_1	normal_2	normal_3	normal_4	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8	tumor_9	tumor_10	tumor_11	tumor_12
gene6565	2732	1310	3767	1563	1607	2098	3213	6421	3587	4364	2592	6084	3712	892	2120	2635
gene6566	1427	779	2380	1119	1324	1202	2064	2952	1836	2865	1310	2868	2718	553	1308	1091
gene6567	773	317	1495	657	492	757	1339	2050	1070	1062	955	1390	1915	355	649	910
gene6568	0	0	2	3	2	2	13	4	3	1	3	3	3	1	0	0
gene6569	1800	609	2472	1167	1540	1956	2012	3065	1970	2344	1879	3404	3594	916	1482	1702
gene6570	8857	5595	30905	15380	8817	11540	14682	23791	21016	24503	16939	32385	30938	5771	14422	10539
gene6571	20	8	42	13	3	9	20	17	14	20	13	37	32	17	5	16
gene6572	76	22	120	67	45	42	63	254	72	164	67	170	89	31	60	55
gene6573	7	1	33	6	0	6	4	7	15	10	4	7	5	14	2	3
gene6574	3	3	2	2	8	11	4	26	4	5	1	5	12	4	13	7
gene6575	289	118	656	230	203	427	319	565	345	589	362	586	826	193	283	349
gene6576	135	46	86	108	111	120	186	310	167	141	143	217	183	59	83	100
gene6577	60	26	94	98	10	21	27	39	21	28	19	41	43	15	19	16
gene6578	20	8	33	10	33	11	27	38	26	40	43	57	39	4	30	25
gene6579	46	28	130	34	41	93	86	235	76	87	74	210	158	54	68	38
gene6580	32	17	49	15	27	16	38	30	21	49	36	63	55	7	18	16
gene6581	0	5	10	9	3	11	17	4	26	21	4	4	12	7	4	15
gene6582	562	204	1277	495	334	756	1032	1592	657	1006	859	1521	1164	255	633	674
gene6583	6153	3165	13649	6508	6010	7160	9154	15092	9076	14895	6815	17612	18410	2908	8253	7187
gene6584	495	163	705	360	317	441	514	800	549	509	514	941	1062	178	390	440
gene6585	191	65	373	228	325	432	634	1192	473	779	432	1374	1195	151	547	429
gene6586	24	5	16	4	5	20	7	32	19	2	11	42	31	9	8	13
gene6587	10	9	25	6	4	14	21	20	7	7	7	34	18	3	9	5
gene6588	662	256	974	431	366	544	1104	1496	904	887	628	1162	1454	302	554	613
gene6589	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene6590	1365	685	2020	941	870	1555	1432	2999	1906	2268	1209	3137	2416	631	1529	1422
gene6591	2625	1442	6396	2642	2749	4182	5183	7368	4985	5355	4303	9339	7789	1479	3463	3238
gene6592	0	0	0	0	0	0	0	0	1	0	0	0	6	0	6	0
gene6593	20	0	19	8	7	7	0	1	2	12	14	3	40	6	6	2
gene6594	20	14	43	27	10	32	11	30	9	42	22	35	56	7	29	9
gene6595	1100	495	1924	1205	965	1214	1436	2824	1159	2060	1362	2892	1999	519	1288	990
gene6596	28	11	28	41	24	36	49	50	21	37	23	67	32	5	22	28
gene6597	76	19	336	69	48	73	134	284	108	103	80	181	112	60	124	89
gene6598	8	0	18	11	1	21	3	21	11	24	15	0	29	2	19	6
gene6599	163	53	556	207	127	162	268	396	228	328	256	484	460	140	158	111
gene6600	467	277	673	412	235	538	450	1130	536	746	583	1046	1115	227	469	395
gene6601	22	14	48	10	19	14	28	49	49	33	41	43	41	20	64	10
gene6602	90	39	126	79	38	66	88	105	87	84	121	189	170	36	37	56
gene6603	9	3	26	10	11	8	3	3	17	11	6	41	32	5	8	7
gene6604	19	14	36	17	11	26	33	50	22	39	39	57	49	13	16	19
gene6605	36	15	52	15	19	18	47	65	46	27	31	116	138	13	31	28
gene6606	58	11	86	40	141	126	216	781	374	296	151	618	403	47	319	219
gene6607	3246	1357	4540	2642	1943	3298	3989	7361	4111	4804	2963	8562	5851	1097	2785	1614
gene6608	46	24	97	70	62	86	50	119	150	149	83	216	133	46	74	118
gene6609	36	32	112	60	21	29	59	122	78	70	34	74	114	18	44	39
gene6610	73	16	142	77	81	108	144	339	91	237	110	234	173	42	81	50
gene6611	1881	1018	4077	1908	1276	1840	3245	6140	2499	3709	1612	5281	3772	928	2169	1832
gene6612	7	11	41	10	13	19	17	30	19	8	16	10	29	4	13	21
gene6613	6	7	17	13	11	14	13	50	39	10	27	61	66	3	7	23
gene6614	100	32	106	54	57	31	86	68	36	61	36	75	90	37	46	29
gene6615	34	23	47	35	31	23	90	84	36	79	78	96	60	37	18	28
gene6616	2800	1497	3991	3497	2341	3334	3800	5080	2768	3839	2476	6606	7296	1400	3656	2874
gene6617	48	20	77	41	24	44	83	87	23	109	55	87	113	16	39	31
gene6618	0	1	7	8	1	4	2	3	0	7	0	34	10	1	1	0
gene6619	25	7	48	26	35	42	38	25	66	23	15	80	87	9	13	28
gene6620	1	5	1	1	8	1	2	3	8	0	0	6	0	3	4	0
gene6621	11	2	22	14	17	11	22	34	26	3	25	28	37	11	16	18
gene6622	45	35	178	92	101	94	169	138	145	148	120	230	147	27	82	106
gene6623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene6624	4	9	21	9	6	5	32	34	4	15	7	46	24	8	21	8
gene6625	58	11	52	30	283	351	455	771	322	466	340	1709	726	270	284	322
gene6626	2	9	33	14	4	17	12	41	16	6	16	26	18	11	9	6
gene6627	83	39	140	55	33	81	61	151	91	109	67	208	155	36	52	46
gene6628	12	2	20	12	1	0	6	19	3	2	0	5	0	1	3	1
gene6629	308	162	737	320	290	537	512	691	456	991	438	1197	942	198	340	404
gene6630	233	186	440	162	179	285	439	720	395	515	372	647	651	183	270	209
gene6631	49	11	73	38	57	23	41	97	52	75	62	119	21	3	33	39
gene6632	228	111	455	157	158	288	426	368	339	358	141	434	451	107	233	187
gene6633	1	2	13	3	3	0	3	35	19	1	14	2	2	1	1	0
gene6634	5	7	24	16	10	12	15	37	16	10	14	36	36	9	8	15
gene6635	394	141	607	472	255	366	450	789	400	622	423	685	810	163	383	296
gene6636	331	254	592	361	280	596	587	700	520	496	459	720	847	199	560	425
gene6637	3	0	1	0	0	0	0	1	2	0	0	0	0	0	0	4
gene6638	379	142	693	399	209	477	573	652	491	542	407	1128	751	194	459	362
gene6639	205	154	457	245	166	261	269	633	309	447	299	512	578	118	180	277
gene6640	1	2	13	0	5	1	0	6	10	4	0	1	11	1	1	0
gene6641	53	21	68	14	13	25	41	69	16	60	31	78	61	4	29	20
gene6642	5	8	23	3	13	5	26	29	5	16	6	6	11	0	2	7
gene6643	175	69	277	139	79	173	229	286	211	331	204	373	402	39	115	161
gene6644	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0
gene6645	40	15	81	35	17	54	52	62	30	64	26	56	73	22	30	12
gene6646	437	234	789	382	404	439	520	869	587	519	622	934	933	228	503	418
gene6647	147	47	245	137	64	105	136	340	184	292	85	254	267	42	146	167
gene6648	79	25	157	50	46	41	131	120	83	108	51	153	95	17	67	25
gene6649	53	25	112	43	49	30	48	168	103	126	94	157	96	45	61	60
gene6650	3357	1335	6172	3326	2565	3902	5450	9482	5012	4687	2375	7264	6121	2066	3009	3489
gene6651	19	21	14	21	12	13	35	31	38	27	41	44	46	18	27	11
gene6652	225	136	631	184	204	372	307	590	398	639	278	607	534	174	252	240
gene6653	58	12	77	34	20	57	102	116	63	115	55	108	79	24	41	51
gene6654	4793	1763	6920	3359	2717	3852	5500	8298	5203	6989	3168	9304	6186	1818	3616	4139
gene6655	2774	1668	8865	4781	2883	3014	5453	7182	5295	7655	4031	9636	6716	1436	3847	4570
gene6656	4	8	25	2	10	19	22	31	23	6	8	42	13	8	6	7
gene6657	28	20	68	28	19	36	30	89	52	60	24	120	96	19	31	70
gene6658	104	53	174	131	85	113	207	216	169	197	97	263	125	38	154	112
gene6659	4	2	10	2	12	1	1	7	4	2	17	23	5	0	9	5
gene6660	18	22	57	15	15	22	34	41	30	22	72	37	19	27	30	13
gene6661	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0
gene6662	203	90	447	221	444	880	1083	1976	830	1047	783	1901	1643	338	675	801
gene6663	185	65	257	185	164	160	231	411	215	305	270	402	370	71	164	136
gene6664	2277	1441	4332	2391	1678	2448	4000	6696	3404	4466	2614	5954	6238	1355	2628	2934
gene6665	185	35	343	80	70	114	169	234	134	190	99	240	204	46	97	149
gene6666	10	26	50	14	10	12	18	47	5	42	13	20	33	12	16	16
gene6667	16	13	52	14	23	36	78	61	69	67	21	61	62	12	30	17
gene6668	6	4	14	14	3	15	17	24	6	18	3	77	25	4	24	7
gene6669	1587	966	3331	1437	1564	2576	2236	3684	2680	2391	1967	4498	3899	824	1847	1379
gene6670	279	172	860	420	250	339	463	1114	491	544	408	779	909	182	282	412
gene6671	567	269	803	524	485	572	795	1548	893	979	589	1504	1020	209	564	450
gene6672	4	3	4	3	9	8	17	19	4	11	14	11	12	1	10	4
gene6673	964	541	1386	590	518	757	1127	1937	966	1483	797	2285	1092	322	685	891
gene6674	289	127	392	231	186	220	299	401	392	321	274	527	458	96	205	143
gene6675	0	0	0	0	0	2	1	0	11	0	0	2	15	0	1	0
gene6676	2	4	9	3	0	0	2	15	0	0	1	0	6	0	0	0
gene6677	13	7	27	25	9	25	33	66	20	37	23	64	40	10	19	34
gene6678	416	179	669	387	314	552	1021	859	624	723	533	1028	1049	218	361	466
gene6679	1752	571	2269	844	583	1044	1483	2879	1394	1709	1328	2773	2812	431	1275	1085
gene6680	5	4	18	8	5	4	8	3	7	2	1	8	10	3	2	4
gene6681	4	1	0	1	1	0	20	6	6	0	0	0	10	1	2	6
gene6682	195	86	195	152	109	126	294	212	124	203	131	310	377	54	108	124
gene6683	176	33	232	180	91	186	113	308	170	151	157	588	256	103	106	138
gene6684	5876	3074	11452	4251	5597	7346	9785	12977	7852	13273	6726	15113	13809	3413	5165	6025
gene6685	269	89	622	308	241	394	295	824	426	383	257	883	623	127	250	198
gene6686	0	2	2	5	7	1	0	31	6	14	3	7	6	0	0	1
gene6687	47	24	55	60	46	102	39	112	87	59	61	210	44	29	40	73
gene6688	19	9	53	18	9	29	38	28	51	55	15	12	38	5	8	13
gene6689	32	20	46	18	47	54	47	196	63	100	34	115	141	39	23	17
gene6690	231	114	602	206	185	223	302	571	347	411	295	572	520	64	173	241
gene6691	20	15	66	46	20	32	31	52	63	37	72	57	59	15	25	26
gene6692	15	4	26	13	14	7	14	19	20	30	23	19	61	18	16	7
gene6693	11	2	26	19	6	25	16	29	11	10	27	56	17	15	2	44
gene6694	22	14	28	19	18	25	58	95	33	32	25	32	37	10	31	25
gene6695	0	4	6	2	9	10	7	8	4	9	11	70	0	8	5	6
gene6696	48	35	220	59	70	47	152	181	108	161	103	304	216	27	54	73
gene6697	113	41	135	62	67	125	117	188	78	138	118	238	149	25	76	92
gene6698	0	1	1	0	3	0	1	3	0	17	0	2	0	0	8	2
gene6699	234	103	521	202	151	256	247	699	286	298	218	580	355	84	142	243
gene6700	25	5	72	15	14	20	65	65	23	90	59	68	64	21	28	14
gene6701	5	0	30	5	1	11	1	20	14	17	1	53	1	1	3	2
gene6702	354	184	676	307	313	446	700	1428	466	541	390	797	847	200	410	449
gene6703	5	2	43	9	3	30	20	26	8	12	39	51	23	5	12	4
gene6704	0	0	20	0	2	1	1	21	1	1	2	0	0	0	1	1
gene6705	184	110	319	127	126	174	268	550	278	328	199	396	404	93	192	192
gene6706	9	4	40	4	6	6	6	39	17	1	7	21	16	3	10	2
gene6707	74	51	230	79	77	125	104	160	114	162	104	232	110	48	60	102
gene6708	0	2	1	2	5	10	12	2	11	16	11	4	5	0	7	3
gene6709	0	0	0	0	1	2	0	1	0	3	0	8	0	0	0	0
gene6710	152	56	233	150	133	163	201	322	177	247	195	303	182	67	193	228
gene6711	3	11	13	12	7	12	21	47	7	44	39	74	29	8	16	18
gene6712	87	51	226	118	58	174	257	234	128	189	124	342	183	73	132	81
gene6713	0	0	1	0	0	0	0	0	5	2	0	0	0	0	0	1
gene6714	43	18	53	37	28	43	36	108	25	70	38	78	106	28	58	26
gene6715	82	17	135	84	70	45	79	206	31	117	88	175	258	36	66	48
gene6716	59	34	62	53	29	54	100	116	74	71	44	113	122	25	52	39
gene6717	631	277	1030	569	1463	2534	2764	3934	2207	2697	1786	3740	3857	543	1800	1633
gene6718	6	0	3	10	2	0	4	3	6	14	1	24	12	1	2	3
gene6719	193	171	600	239	176	269	345	437	418	347	302	532	818	114	313	247
gene6720	325	167	537	187	231	299	353	671	322	382	363	859	486	107	293	213
gene6721	1	1	2	0	4	5	1	12	5	2	0	0	8	0	0	9
gene6722	13	14	66	17	22	14	47	84	36	15	22	41	70	20	36	13
gene6723	110	40	195	68	87	104	154	293	131	96	113	308	209	21	87	86
gene6724	4	0	5	6	0	15	6	5	9	2	1	1	3	2	1	0
gene6725	3	0	5	1	5	1	0	2	0	1	2	5	6	1	0	0
gene6726	30	26	121	19	72	59	107	195	86	143	83	209	110	37	43	68
gene6727	1356	513	1678	755	735	1367	1402	2455	1181	1325	1169	2616	2268	511	1229	984
gene6728	41	27	73	61	52	25	74	89	78	55	31	143	152	41	68	46
gene6729	45	12	47	14	24	25	15	35	40	79	28	53	60	7	29	49
gene6730	21	14	59	22	21	47	26	83	61	28	36	85	102	9	31	19
gene6731	2	0	2	4	0	0	0	1	1	0	0	0	0	0	3	0
gene6732	722	320	1262	606	686	818	1243	1140	1009	1536	1121	1765	1511	336	960	719
gene6733	39	34	116	43	41	63	76	131	82	49	100	152	149	21	23	47
gene6734	0	0	11	0	0	0	2	0	2	0	0	2	0	0	0	0
gene6735	8	7	34	7	8	34	3	54	14	33	7	11	21	10	9	12
gene6736	20	4	56	14	8	11	33	43	20	19	10	29	27	7	9	10
gene6737	1402	1009	4134	2045	1402	2411	2539	6075	2802	3255	2595	4535	4223	983	2009	2059
gene6738	5	4	14	11	5	3	5	14	3	3	9	41	20	3	7	7
gene6739	2622	1355	3350	2058	1718	2491	2784	5860	2616	3665	2585	5805	4410	1010	2152	2109
gene6740	276	93	376	341	258	367	534	560	323	461	361	569	514	137	243	243
gene6741	313	232	526	300	864	1107	1551	2239	1129	1594	974	2615	2695	558	1141	1043
gene6742	19	13	52	25	21	43	29	121	33	41	22	52	27	4	17	18
gene6743	35	18	114	53	37	50	54	158	57	56	64	131	51	31	45	26
gene6744	4	4	8	5	2	1	2	12	11	5	1	17	14	4	1	12
gene6745	131	69	207	137	68	68	264	315	115	225	126	288	298	68	116	165
gene6746	0	0	0	1	1	1	3	1	1	0	0	1	2	0	1	4
gene6747	0	0	0	2	0	0	0	1	0	2	0	2	6	0	0	0
gene6748	236	129	515	337	180	445	438	668	251	475	341	738	545	148	299	215
gene6749	993	377	1922	838	1837	3450	5015	7156	3340	4313	3286	6608	5974	1241	2927	2941
gene6750	26	23	13	9	126	115	134	610	96	108	127	503	425	58	68	98
gene6751	73	40	299	98	77	150	159	215	112	109	89	312	110	56	111	67
gene6752	0	0	0	0	0	0	3	6	1	1	0	5	0	1	0	4
gene6753	12	4	20	2	3	5	9	13	22	60	24	36	20	7	9	14
gene6754	0	12	17	12	1	5	11	3	1	2	0	4	5	0	0	7
gene6755	13	3	2	1	32	1	12	6	8	0	41	6	14	2	2	5
gene6756	5	1	4	3	10	2	9	15	2	1	6	18	4	0	10	2
gene6757	3	1	3	0	4	1	5	1	4	2	23	23	4	3	3	1
gene6758	58	37	159	37	45	45	98	56	68	107	56	161	163	39	74	57
gene6759	131	52	162	69	72	103	89	227	109	125	71	184	337	46	106	46
gene6760	0	0	14	0	2	0	2	10	0	0	0	0	3	1	1	3
gene6761	42	19	118	47	33	52	45	72	48	110	78	118	65	10	56	31
gene6762	0	0	0	0	0	3	0	5	14	9	22	0	0	0	13	7
gene6763	326	80	388	171	150	305	330	538	212	346	293	647	488	109	186	205
gene6764	158	99	311	153	122	272	262	448	271	326	243	325	239	76	163	169
gene6765	45	19	119	36	29	47	121	147	62	106	54	117	159	24	27	43
gene6766	807	333	1150	591	472	765	774	1405	917	1208	738	1990	1351	373	525	703
gene6767	1	0	1	7	0	0	0	1	3	1	0	0	1	0	2	1
gene6768	5	18	50	22	41	42	51	81	52	22	21	134	41	22	20	41
gene6769	1771	971	3332	1376	1045	1570	1824	3784	2007	3046	2131	4429	4068	887	1554	1922
gene6770	43	22	91	37	16	32	40	56	60	59	52	105	40	20	49	28
gene6771	35	19	52	32	14	44	56	30	60	76	27	103	58	15	8	23
gene6772	30	3	42	12	23	23	28	57	22	33	18	41	26	14	15	17
gene6773	5	3	5	0	3	4	8	15	8	6	8	1	2	3	2	11
gene6774	119	69	327	194	136	129	197	329	169	254	160	356	244	79	195	136
gene6775	567	339	1200	531	4461	4780	7228	8230	6009	8744	6181	14958	12550	2156	5519	5700
gene6776	34	15	57	53	30	40	61	90	26	47	23	119	64	4	22	27
gene6777	177	80	402	178	131	255	273	508	169	370	325	484	322	124	274	203
gene6778	136	54	162	84	84	126	183	269	135	150	138	221	299	72	109	115
gene6779	58	53	114	120	74	109	118	176	102	110	120	289	161	28	85	93
gene6780	95	46	164	118	21	30	29	94	32	53	47	56	40	15	35	29
gene6781	196	73	300	193	99	170	266	705	169	334	260	380	298	106	172	191
gene6782	20	15	27	19	9	14	14	67	13	25	31	54	19	5	10	19
gene6783	1385	732	3332	1380	1591	2209	1653	3113	2578	3288	2322	4562	3884	774	1535	1657
gene6784	263	116	417	248	195	332	407	638	355	419	294	590	495	114	270	316
gene6785	1	2	33	24	3	11	12	45	16	13	47	48	15	1	33	25
gene6786	7	1	6	4	1	2	7	14	5	11	2	8	5	0	4	0
gene6787	8	5	7	3	0	2	41	8	4	4	0	38	6	3	0	0
gene6788	0	1	8	1	1	2	7	3	3	5	6	9	1	1	6	0
gene6789	26	7	96	11	31	35	49	60	30	59	50	40	90	14	33	46
gene6790	3	5	15	7	9	22	12	17	6	23	10	7	28	7	3	13
gene6791	284	130	676	314	214	400	365	674	442	365	282	557	530	141	236	291
gene6792	197	83	169	118	97	201	213	338	156	221	95	221	296	59	141	71
gene6793	148	33	217	128	115	176	128	251	173	249	122	202	297	48	75	73
gene6794	167	71	388	141	120	175	262	566	239	321	184	360	653	114	165	183
gene6795	888	383	1553	814	571	1262	1014	2176	1139	1229	1064	1883	1386	316	790	862
gene6796	229	116	524	152	132	263	286	431	282	292	194	584	362	140	273	206
gene6797	17	0	16	5	2	3	0	6	1	14	11	14	12	0	31	5
gene6798	428	183	835	405	230	390	663	1198	1000	1004	652	864	1205	217	523	548
gene6799	1	0	18	2	0	0	1	0	0	2	1	0	0	0	0	1
gene6800	0	1	8	1	0	5	7	16	7	14	8	8	14	4	4	4
gene6801	1	1	5	0	2	4	1	0	3	13	5	1	11	3	4	2
gene6802	1559	1074	3333	2021	1971	2047	2045	4662	2135	2674	3055	4855	4780	1048	2114	1620
gene6803	57	23	50	23	3	2	4	5	7	3	3	1	10	2	0	4
gene6804	4	6	9	3	7	9	5	12	22	4	10	18	89	3	7	3
gene6805	345	159	590	245	235	259	495	527	337	283	359	742	563	186	238	324
gene6806	437	259	810	304	395	631	680	1097	605	838	559	1355	892	269	350	505
gene6807	22	19	41	21	20	12	31	46	33	50	54	84	24	9	32	20
gene6808	261	193	517	276	262	368	414	586	263	531	270	781	535	171	317	330
gene6809	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
gene6810	1	0	7	3	0	1	0	0	0	0	2	3	0	0	0	0
gene6811	140	41	231	128	63	103	214	269	144	205	124	336	193	47	120	152
gene6812	21473	9374	38645	15487	15705	17576	26847	43070	20398	29521	28034	45132	49194	10721	19362	16832
gene6813	20	5	16	4	0	2	1	6	4	1	0	1	4	1	1	0
gene6814	403	128	538	239	210	281	427	577	315	396	303	544	611	128	302	302
gene6815	39	26	128	39	21	52	29	76	72	72	21	208	93	12	48	45
gene6816	28	9	68	18	2	7	2	2	17	5	5	6	11	3	2	5
gene6817	107	32	148	57	37	54	111	123	108	153	116	200	155	64	104	62
gene6818	13	18	60	45	12	16	44	66	25	35	18	61	38	7	44	39
gene6819	26	14	27	24	5	20	52	69	26	25	28	85	51	5	28	33
gene6820	14	8	24	17	54	180	76	183	198	128	172	199	213	30	80	96
gene6821	0	1	2	0	1	0	1	0	0	0	0	0	1	0	0	1
gene6822	6	4	9	0	0	14	2	14	12	28	7	28	12	1	2	3
gene6823	0	0	13	2	0	1	5	9	0	6	3	7	13	1	10	4
gene6824	60	52	68	45	70	51	83	145	91	104	96	304	95	42	66	89
gene6825	175	74	350	116	96	176	196	344	250	162	141	367	439	55	96	182
gene6826	7	1	26	3	2	5	7	11	9	8	3	17	5	5	4	6
gene6827	16	13	29	10	14	26	35	19	12	19	16	56	46	9	18	16
gene6828	5	2	1	0	0	0	0	3	5	1	0	2	2	0	11	3
gene6829	110	50	169	83	458	455	629	850	665	662	491	1294	559	194	512	457
gene6830	24	38	95	34	22	34	97	65	21	33	56	147	93	7	39	43
gene6831	31	18	36	40	44	48	114	210	155	178	147	172	245	39	113	107
gene6832	42	24	16	6	20	20	21	34	38	45	17	37	31	15	26	40
gene6833	340	241	597	443	81	92	155	150	179	231	110	212	312	49	135	133
gene6834	31	16	44	14	22	56	22	51	13	36	27	32	57	10	12	27
gene6835	409	128	659	314	237	402	500	529	464	688	315	738	631	180	282	297
gene6836	43	34	33	39	40	36	92	129	71	81	66	48	37	33	29	34
gene6837	121	51	152	99	83	169	211	259	171	226	140	246	265	52	127	77
gene6838	30	21	60	33	32	49	60	137	53	85	37	125	76	24	51	30
gene6839	13	4	1	8	10	9	3	28	5	15	7	18	21	2	28	4
gene6840	137	62	179	126	183	188	426	645	279	457	316	523	341	99	218	229
gene6841	19	20	83	27	41	53	56	74	52	80	49	103	79	11	64	60
gene6842	210	95	317	236	140	229	240	462	299	367	348	742	570	143	172	173
gene6843	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1
gene6844	56	33	76	19	54	43	25	145	28	107	80	117	60	27	54	48
gene6845	4	1	9	0	2	1	1	11	6	4	0	0	18	0	1	2
gene6846	502	291	887	399	379	547	873	1688	658	941	586	1091	1207	223	453	537
gene6847	267	173	648	278	205	246	366	751	347	494	260	739	705	192	271	255
gene6848	2674	1445	4174	2468	1692	3236	4238	7277	3016	3459	3067	6388	4973	1208	2453	2421
gene6849	164	56	213	117	79	112	180	349	232	156	225	320	272	79	142	130
gene6850	133	89	411	223	115	239	224	348	284	278	235	467	272	90	209	164
gene6851	157	67	203	167	689	993	928	2757	970	1796	1188	2261	2265	478	948	633
gene6852	3	1	15	2	5	5	4	3	1	12	2	4	14	0	2	3
gene6853	48	17	50	28	211	106	232	999	328	147	124	495	799	92	277	290
gene6854	243	140	367	180	196	198	263	514	295	407	247	591	502	146	184	162
gene6855	20	8	12	6	3	12	22	25	10	14	2	37	22	2	5	14
gene6856	3	13	15	17	8	24	11	19	6	29	16	11	34	7	7	3
gene6857	0	2	1	0	0	2	3	0	0	0	2	0	0	0	2	5
gene6858	403	156	675	323	265	455	517	910	439	678	482	636	1010	147	254	467
gene6859	2318	851	4374	1880	5636	8639	12299	23535	11974	11434	7888	20064	16395	4649	7979	7095
gene6860	7	2	4	4	7	47	15	22	41	11	11	18	122	13	9	5
gene6861	26	15	65	11	7	29	41	33	34	57	24	84	41	5	17	5
gene6862	30	6	37	4	20	11	36	18	13	24	31	71	36	7	18	23
gene6863	1	3	0	1	0	0	0	0	0	0	0	1	1	1	0	0
gene6864	2	1	5	3	2	3	10	29	0	5	6	1	7	0	8	6
gene6865	677	287	932	543	368	611	778	1237	846	1048	605	1205	952	348	669	571
gene6866	16	8	57	15	3	10	22	24	18	8	9	3	15	4	14	7
gene6867	3	1	13	11	4	11	26	48	8	11	6	17	10	5	1	9
gene6868	459	240	1199	480	469	639	825	1029	820	898	636	1943	1258	253	581	581
gene6869	192	108	297	261	154	204	259	490	183	266	237	479	303	84	171	167
gene6870	3095	1597	5476	2058	2339	4291	5197	6700	4411	6402	4097	7744	7030	1491	3231	2757
gene6871	194	98	277	178	171	205	234	444	220	223	183	426	404	67	230	202
gene6872	279	126	566	259	174	251	297	635	241	353	241	455	452	102	178	249
gene6873	17	4	26	1	16	17	24	6	4	13	23	10	21	1	9	5
gene6874	16	1	8	42	14	15	20	26	7	31	26	44	52	15	16	15
gene6875	376	316	1000	665	403	626	773	1239	939	1113	643	1296	877	265	659	448
gene6876	92	39	138	123	76	98	93	173	79	211	114	241	145	47	43	67
gene6877	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
gene6878	16	1	11	2	4	3	0	0	8	15	7	2	15	1	2	10
gene6879	10	6	67	6	10	34	64	64	15	43	49	45	20	8	13	13
gene6880	12	5	25	10	8	6	31	29	5	9	22	16	36	3	17	5
gene6881	0	4	5	0	0	0	0	0	0	0	0	2	0	0	0	1
gene6882	8	2	26	13	6	5	10	12	9	2	6	25	9	5	0	4
gene6883	22	11	26	44	8	37	13	63	17	36	23	33	55	4	18	22
gene6884	4872	3044	10615	4339	3613	5364	9539	9415	6710	9641	7757	11205	9746	2898	5543	4847
gene6885	40	34	171	46	36	57	104	172	128	91	44	159	147	46	56	65
gene6886	32	19	79	21	20	42	42	88	75	81	46	57	38	29	54	44
gene6887	11	4	16	18	13	12	12	36	22	7	17	23	21	5	15	19
gene6888	682	272	948	628	2538	3420	4434	5870	3911	4530	5218	5628	4583	1104	2917	2199
gene6889	113	50	149	94	127	178	259	331	300	238	258	355	444	92	146	319
gene6890	476	169	629	275	255	291	534	851	444	526	415	611	762	116	333	312
gene6891	7	0	2	6	1	0	0	1	0	0	2	0	1	1	1	0
gene6892	92	103	333	104	122	176	151	349	176	156	153	345	325	62	100	143
gene6893	654	237	1141	503	455	575	892	1300	673	824	564	1023	1329	328	670	613
gene6894	244	63	417	186	126	234	318	595	253	409	226	560	539	99	201	136
gene6895	276	134	440	178	276	268	382	479	363	388	337	804	596	142	237	240
gene6896	253	121	361	231	195	312	297	352	275	416	297	582	540	126	173	187
gene6897	859	339	2246	1213	338	478	579	1196	463	958	535	1121	719	154	412	418
gene6898	40	9	72	59	41	39	16	51	32	51	8	108	53	14	28	37
gene6899	36	9	68	20	25	10	41	35	28	41	61	56	61	1	32	8
gene6900	123	48	91	66	72	88	124	195	67	127	137	177	253	32	116	116
gene6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene6902	17	4	24	8	9	4	25	34	18	36	20	10	25	16	10	14
gene6903	359	118	703	272	249	405	401	539	431	533	269	786	550	114	316	240
gene6904	679	390	1153	748	799	827	1252	1755	998	1267	1045	2723	1736	342	950	464
gene6905	436	220	584	282	44	47	49	129	52	95	53	112	118	22	53	41
gene6906	8260	3935	17183	6544	11872	28569	30028	47209	31210	48974	18609	52594	44621	11154	21743	25122
gene6907	48978	23917	64002	39197	26471	52749	57608	116647	60194	62980	42749	86168	85349	20551	40544	43160
gene6908	125	43	169	88	91	144	84	249	140	181	74	239	169	33	155	118
gene6909	119	93	393	125	118	224	194	315	215	291	174	516	411	54	97	107
gene6910	20	12	54	21	11	36	20	27	28	18	27	72	70	17	19	15
gene6911	8809	5411	20118	7881	7544	10224	14752	29733	12128	18459	11420	24374	20896	4380	10576	8921
gene6912	89	50	216	83	92	96	80	215	233	127	68	261	287	44	81	139
gene6913	345	135	879	310	362	415	446	834	386	723	412	965	729	158	432	308
gene6914	7	5	28	6	0	2	3	21	27	21	30	27	5	5	12	16
gene6915	13	0	32	14	16	7	18	31	20	51	12	41	25	12	21	17
gene6916	68	27	150	73	334	390	636	1087	858	556	483	867	985	135	655	382
gene6917	42	5	48	38	24	9	36	88	30	38	25	72	55	8	41	33
gene6918	24	5	32	12	1	4	5	5	2	16	6	27	20	0	15	2
gene6919	9	9	10	2	0	11	18	29	46	17	6	27	9	3	7	5
gene6920	176	123	334	153	207	313	263	325	252	249	302	515	461	90	234	154
gene6921	3	0	17	0	0	10	4	1	1	3	9	5	6	1	2	5
gene6922	28	31	25	19	47	74	24	134	71	68	63	92	79	15	25	50
