gene	normal_1	normal_2	normal_3	normal_4	normal_5	normal_6	normal_7	normal_8	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8
gene12478	333	309	190	333	191	675	262	138	216	121	88	183	826	137	102	357
gene12479	178	137	34	83	34	91	42	41	41	51	25	51	230	15	21	116
gene12480	59784	67930	24400	48848	25475	107149	37589	22444	128667	69972	46224	94794	407362	70829	52079	158500
gene12481	1461	1463	522	1419	546	2548	1121	627	762	530	353	803	2131	511	424	1036
gene12482	63	125	53	157	52	94	65	95	41	31	22	38	227	33	27	102
gene12483	1055	1071	358	749	384	1487	554	376	444	380	203	388	1799	375	220	977
gene12484	755	775	372	892	248	1415	501	338	480	227	157	426	2061	296	177	771
gene12485	7	4	1	6	3	32	4	0	1	8	1	0	23	1	0	23
gene12486	12	11	6	34	11	40	18	4	17	4	2	5	44	2	1	5
gene12487	246	478	90	180	121	619	153	90	129	69	65	133	878	103	91	181
gene12488	23	1	1	4	1	2	4	7	1	2	0	3	20	2	1	3
gene12489	103	35	50	82	27	109	51	45	53	49	26	26	135	19	36	109
gene12490	69	106	25	74	23	124	38	38	62	31	23	35	184	44	17	80
gene12491	67	80	33	60	37	121	47	35	39	31	21	38	265	31	27	80
gene12492	353	359	120	372	172	1002	215	245	198	123	71	202	831	111	93	321
gene12493	303	307	79	289	85	344	162	65	181	113	44	107	341	79	53	193
gene12494	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene12495	1734	2187	966	2024	924	3800	1464	877	1190	881	432	1164	3582	590	645	2052
gene12496	55	40	15	107	26	52	57	23	41	30	9	10	62	26	16	67
gene12497	22	39	19	20	3	95	13	17	36	4	5	7	23	15	9	27
gene12498	263	260	84	265	108	446	162	165	110	85	62	135	358	97	42	257
gene12499	318	429	136	223	175	556	179	109	42	22	24	36	189	23	23	51
gene12500	6	23	7	17	3	45	6	6	7	5	8	14	55	6	0	15
gene12501	1208	1545	601	1407	637	2372	657	664	956	343	302	583	1920	278	385	1444
gene12502	36	44	9	28	19	84	28	15	19	38	12	15	103	7	14	35
gene12503	301	443	128	387	120	760	295	170	242	71	65	176	719	98	138	478
gene12504	7	9	2	6	1	11	0	0	1	22	1	2	4	1	0	4
gene12505	52	38	9	36	4	16	33	15	5	7	4	4	21	23	9	44
gene12506	36	52	11	77	9	139	69	4	20	7	23	30	94	17	14	38
gene12507	132	146	31	56	32	166	73	52	78	34	54	77	265	52	32	98
gene12508	11	13	1	4	1	21	0	2	2	3	1	0	2	4	1	13
gene12509	2418	2738	1044	2088	637	4351	1600	1086	1175	682	417	1137	4284	734	553	1840
gene12510	412	527	157	485	202	1004	334	239	197	122	104	200	648	143	104	534
gene12511	50	46	20	53	50	171	25	41	33	39	6	25	145	11	17	61
gene12512	19922	27016	9973	25672	10011	42836	15932	11181	13857	8963	4176	10461	39421	6747	5978	17568
gene12513	621	587	317	708	288	1684	361	369	407	246	173	360	1099	266	160	847
gene12514	8139	10616	3802	8397	4087	16951	6364	4609	5289	3473	2814	3936	13029	3253	1978	9471
gene12515	64	117	23	53	22	93	27	24	36	26	16	16	116	20	13	55
gene12516	185	127	59	132	64	265	54	65	76	49	27	55	261	64	40	110
gene12517	680	1063	382	807	270	1366	635	534	402	256	289	334	2106	256	212	751
gene12518	6	4	0	0	0	0	0	0	4	0	0	0	1	0	0	0
gene12519	1026	893	297	688	471	1841	492	406	455	322	290	405	1753	282	231	625
gene12520	820	1185	359	1060	444	1874	768	503	513	466	236	655	1806	412	347	1313
gene12521	19	45	23	22	14	16	32	9	10	11	1	8	57	7	10	123
gene12522	867	836	423	806	455	1222	319	338	350	335	218	336	1479	348	173	672
gene12523	9274	9845	3149	8713	3964	16784	5102	3694	5440	3560	1875	4327	20150	2863	2172	7337
gene12524	128	138	54	88	75	250	74	54	61	56	19	58	295	35	35	39
gene12525	470	483	286	538	224	767	257	219	337	175	101	308	934	190	177	477
gene12526	16	3	0	2	10	14	13	2	9	0	1	8	15	3	0	14
gene12527	4	51	2	17	2	0	14	9	12	10	2	26	23	2	3	2
gene12528	3	15	3	5	1	11	1	2	1	1	10	1	49	2	11	0
gene12529	0	0	0	0	0	6	0	0	0	0	0	8	71	0	0	0
gene12530	416	507	164	438	178	835	185	148	276	142	104	238	546	178	125	386
gene12531	4	14	6	22	7	37	6	13	6	9	0	5	12	11	12	26
gene12532	5	0	0	0	3	0	4	0	0	0	1	2	1	0	1	1
gene12533	19	51	0	14	3	42	0	13	22	9	7	6	36	1	10	5
gene12534	203	223	136	263	71	522	157	87	478	241	145	417	1392	306	150	627
gene12535	11	11	10	13	0	22	12	7	12	4	6	1	20	4	5	29
gene12536	35	18	5	12	2	40	27	22	41	10	3	7	28	10	3	18
gene12537	15	28	5	33	4	11	24	5	22	16	4	40	63	5	15	91
gene12538	47	24	23	23	11	39	8	6	9	1	4	7	78	3	5	18
gene12539	666	761	367	859	360	1623	563	338	441	324	147	296	1720	270	215	723
gene12540	0	0	3	8	0	11	8	2	0	0	0	1	0	0	0	0
gene12541	13525	17411	7265	18466	7951	33277	8204	5749	8954	5312	3223	9158	22917	5448	5997	12580
gene12542	89	47	14	32	8	57	19	25	17	12	5	26	47	6	11	47
gene12543	311	139	91	192	84	393	97	60	75	72	31	85	515	60	64	160
gene12544	29072	33503	11241	22731	11783	45776	20047	10673	17020	9390	5178	12633	38003	7289	6707	26234
gene12545	1936	2206	764	2546	575	4009	994	776	1252	579	394	1189	4561	834	522	1474
gene12546	4	21	0	9	3	15	13	3	9	8	1	8	10	2	1	1
gene12547	0	0	0	0	4	6	1	1	1	4	0	0	0	0	0	0
gene12548	22	21	14	24	9	66	16	16	46	20	5	12	55	18	10	32
gene12549	114	72	23	66	47	191	70	47	63	36	29	37	176	41	54	104
gene12550	406	471	150	313	147	734	210	179	1371	582	629	1483	5311	957	647	2235
gene12551	174	287	70	198	68	367	105	117	104	86	29	162	431	48	49	254
gene12552	557	735	300	669	315	1374	370	320	335	254	151	294	1286	237	154	483
gene12553	5774	7826	3703	5641	3381	12526	5188	3079	998	838	437	1058	3868	580	559	2079
gene12554	168	179	125	299	96	379	166	69	139	81	48	99	560	61	32	178
gene12555	64	105	28	96	21	112	51	35	51	13	18	44	180	33	35	46
gene12556	0	2	0	0	0	16	0	0	0	1	0	0	0	0	1	0
gene12557	84	125	30	52	32	155	38	29	100	65	43	63	292	48	27	78
gene12558	1039	918	532	1250	339	1968	856	490	841	503	209	493	2596	328	340	830
gene12559	4	4	5	20	1	49	12	3	9	11	2	2	48	1	5	0
gene12560	32	62	7	57	25	86	34	16	15	4	6	37	42	19	8	35
gene12561	878	921	367	720	362	2015	634	418	632	425	266	263	1810	318	223	941
gene12562	18	14	3	23	12	36	25	2	11	8	0	4	47	0	3	15
gene12563	4084	5150	1744	3082	1524	8048	2496	1798	1924	1580	840	1590	8324	1287	1275	3975
gene12564	487	658	191	412	278	1222	394	272	1333	1026	510	1257	4286	1089	675	1668
gene12565	595	833	292	661	329	1316	533	263	415	273	128	243	1397	223	176	693
gene12566	51	20	17	31	13	76	20	7	2	1	3	5	20	2	4	7
gene12567	160	211	83	156	81	294	122	69	150	125	80	219	298	108	93	178
gene12568	1147	1174	490	1082	405	2356	801	545	625	452	295	872	2906	448	328	1553
gene12569	0	25	2	2	2	20	17	0	2	1	2	11	0	2	1	1
gene12570	229	339	159	291	189	972	242	188	154	113	105	249	614	119	108	282
gene12571	6325	9747	2895	5903	2896	11862	4641	2761	16807	11561	6842	15353	52603	9754	6493	26108
gene12572	411	600	162	467	246	696	392	197	274	169	100	301	1164	150	159	503
gene12573	87	105	48	88	34	207	78	42	39	32	14	35	217	26	14	80
gene12574	127	111	36	90	32	180	50	24	41	31	22	44	117	29	29	108
gene12575	7	35	15	9	3	40	3	1	11	3	10	5	34	20	14	8
gene12576	167	199	53	243	74	190	156	109	739	325	271	508	1797	423	347	701
gene12577	113	271	72	243	124	399	150	126	203	260	136	223	1082	190	151	279
gene12578	82	78	24	110	46	128	31	33	210	48	22	139	273	58	66	198
gene12579	1256	1206	549	1133	542	2353	1176	584	721	420	298	533	2205	504	482	1401
gene12580	594	460	264	499	207	982	276	242	265	229	153	224	1088	121	127	580
gene12581	943	922	572	856	476	2510	566	511	395	374	291	447	2276	333	288	758
gene12582	45	53	14	48	15	72	40	32	19	18	14	26	70	7	9	36
gene12583	4	16	6	21	0	31	2	1	11	1	1	2	9	1	12	19
gene12584	3138	3840	1383	3742	1193	8375	2508	1758	1926	1509	1018	1966	9275	1231	1405	3681
gene12585	40	23	6	31	6	10	7	12	33	9	4	7	69	34	14	11
gene12586	30	27	2	38	16	21	14	14	11	12	5	28	25	8	9	23
gene12587	725	657	261	640	264	1604	542	325	364	296	116	291	1286	203	212	637
gene12588	19	34	8	23	7	21	4	8	12	13	2	8	20	3	2	9
gene12589	0	22	2	3	1	11	2	13	27	6	1	6	23	1	0	1
gene12590	397	242	151	305	167	625	277	142	275	102	89	111	708	79	105	294
gene12591	10	4	1	23	7	65	11	14	12	6	0	12	43	2	1	4
gene12592	21	11	7	24	6	12	13	14	21	0	0	2	32	1	0	8
gene12593	296	220	134	202	171	539	202	133	42	18	15	44	165	38	31	108
gene12594	20	14	24	23	11	38	17	16	7	4	3	2	55	3	12	21
gene12595	0	0	0	0	0	0	0	2	0	0	1	0	5	1	0	1
gene12596	1158	890	480	1106	330	1927	599	362	414	397	271	544	1938	359	224	649
gene12597	352	334	201	310	98	586	200	129	183	102	78	106	795	108	127	330
gene12598	4	7	8	13	1	21	16	3	1	2	7	2	27	4	0	0
gene12599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gene12600	2851	1878	1069	2238	843	4454	1542	1000	1193	764	604	819	3485	572	644	1726
gene12601	171	175	55	214	138	322	110	82	235	257	84	364	1002	226	133	455
gene12602	491	700	305	773	304	1364	338	243	379	208	163	350	1233	226	259	532
gene12603	85	86	13	56	56	160	66	20	51	40	29	69	102	16	29	84
gene12604	8033	11729	4150	8850	4138	20757	5692	4917	6050	3725	1983	4497	18211	3176	2288	7147
gene12605	237	195	122	170	145	411	159	117	126	92	75	141	424	75	69	243
gene12606	89	232	51	96	49	209	68	41	102	45	20	44	298	52	37	151
gene12607	8	26	4	22	5	15	8	14	4	8	0	3	23	2	4	3
gene12608	1488	1758	553	1496	676	3507	985	756	881	641	387	913	3059	666	440	2294
gene12609	118	95	32	164	35	263	81	31	36	17	27	65	252	26	42	120
gene12610	73	66	22	86	37	148	67	31	71	21	16	33	267	20	31	87
gene12611	163	113	69	128	54	423	87	53	46	31	31	98	205	47	39	137
gene12612	47	49	39	12	20	165	40	27	17	24	13	18	58	16	24	58
gene12613	52	29	11	82	35	104	27	28	42	21	9	13	159	26	8	51
gene12614	90	89	64	38	14	143	55	27	33	19	15	32	102	23	14	86
gene12615	142	227	32	105	66	171	98	26	78	74	41	55	298	53	36	191
gene12616	147	137	82	168	47	352	87	49	49	59	33	62	372	37	50	110
gene12617	1	1	3	0	0	5	7	0	2	13	1	0	2	0	3	10
gene12618	39	76	14	146	12	141	58	39	56	14	14	35	143	33	10	56
gene12619	41	128	45	58	37	207	49	34	67	17	31	41	305	23	47	97
gene12620	225	250	68	142	107	375	123	83	117	44	61	86	503	61	54	181
gene12621	341	241	123	373	97	321	159	130	141	45	37	137	499	46	66	239
gene12622	326	410	251	551	133	939	230	186	249	153	83	219	730	109	105	376
gene12623	21	21	7	28	6	59	18	1	6	7	5	0	13	0	3	18
gene12624	15	22	6	14	14	44	34	12	14	6	5	7	72	3	13	50
gene12625	65	96	22	60	25	76	34	38	62	28	35	35	121	13	28	79
gene12626	137	143	72	92	54	208	55	73	45	47	40	44	135	37	27	96
gene12627	2534	3174	1363	2654	1444	5521	1961	1355	1797	1294	545	1168	7156	977	843	3055
gene12628	43	67	30	32	24	143	25	26	59	24	7	34	118	32	11	88
gene12629	83	114	20	72	21	138	33	19	49	21	10	31	149	38	21	70
gene12630	0	5	1	18	0	15	2	16	4	5	0	8	30	3	2	8
gene12631	4303	3276	1139	3708	1425	5772	2401	1305	1858	1304	715	1356	5544	1096	967	2630
gene12632	76	57	2	12	9	78	38	22	9	5	14	8	5	4	2	12
gene12633	461	708	165	579	255	705	283	305	238	196	97	169	861	91	100	402
gene12634	12	2	5	3	3	20	2	1	4	1	3	3	15	0	1	10
gene12635	1010	917	356	810	500	2175	960	524	617	439	315	557	1944	408	274	875
gene12636	269	315	128	242	116	848	257	119	159	110	66	195	458	93	72	247
gene12637	2750	2768	1145	2474	1457	4821	1832	1188	1474	1034	737	1540	4984	887	675	2446
gene12638	0	0	1	6	0	13	2	0	0	0	0	0	7	0	0	8
gene12639	1938	1663	795	1623	1172	2623	1289	788	1122	699	457	821	2755	781	565	2018
gene12640	604	729	276	446	222	733	444	323	268	209	181	263	1304	127	142	504
gene12641	83	153	53	67	45	141	132	58	24	10	9	18	63	15	13	30
gene12642	55	38	32	63	13	53	37	15	26	19	11	19	126	19	25	49
gene12643	143	266	74	179	98	409	173	53	131	85	69	126	262	96	62	173
gene12644	123	97	33	92	41	106	67	50	25	26	18	29	186	35	20	69
gene12645	53	32	8	76	40	68	30	15	34	28	5	31	51	8	5	66
gene12646	7947	7562	3163	9357	3515	13432	4270	3678	5798	2564	1460	3444	12261	2589	2163	8298
gene12647	101	118	45	198	70	204	88	41	61	61	23	76	208	59	43	190
gene12648	293	270	84	186	144	708	157	110	93	113	38	116	610	58	85	191
gene12649	207	168	90	156	106	405	147	96	166	46	54	124	416	68	59	201
gene12650	1	3	5	0	5	0	1	0	0	0	0	0	10	0	0	22
gene12651	225	243	89	122	47	323	93	57	65	71	24	81	304	47	41	108
gene12652	313	292	123	428	113	599	177	129	184	72	74	128	433	99	74	335
gene12653	15	85	23	37	8	71	45	20	26	18	9	34	79	12	11	38
gene12654	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene12655	0	4	0	0	0	12	3	2	0	1	0	0	0	2	0	0
gene12656	297	509	170	262	172	648	242	119	152	112	88	162	788	90	106	312
gene12657	2651	5024	1283	2623	957	6047	1708	1216	1806	1111	732	1564	5215	1319	949	2489
gene12658	39	14	17	30	13	115	18	26	24	18	8	15	122	12	11	24
gene12659	302	341	108	243	109	543	225	196	210	113	87	187	933	90	96	263
gene12660	395	505	157	664	165	812	301	229	281	115	84	195	582	122	125	392
gene12661	490	552	207	530	286	1271	422	180	321	190	152	238	1132	175	147	472
gene12662	3	5	0	0	2	7	1	0	0	0	0	1	3	0	0	1
gene12663	12733	18037	6212	14154	5430	25301	9208	7064	9056	5312	3515	6240	28108	4711	4324	15318
gene12664	845	932	405	939	402	1355	532	309	399	302	162	415	2287	357	301	991
gene12665	37	51	25	19	13	117	29	20	50	32	17	25	138	14	24	75
gene12666	76	111	42	121	21	271	43	30	58	42	34	30	110	30	22	81
gene12667	400	739	213	666	207	979	305	238	297	191	182	284	985	105	132	417
gene12668	62	122	74	110	30	68	81	32	50	38	18	75	148	51	13	57
gene12669	74	204	66	197	49	159	81	55	68	50	40	42	223	40	30	99
gene12670	12	44	11	11	17	30	19	9	8	12	2	12	55	5	2	14
gene12671	81	107	55	117	74	306	94	58	70	42	26	82	325	28	56	49
gene12672	0	0	2	12	0	2	2	2	2	16	0	0	53	0	1	0
gene12673	105	52	73	79	31	172	27	24	34	13	11	43	106	17	23	66
gene12674	7647	5553	2274	5574	3338	12005	3493	2909	3754	2282	1911	2791	8042	1846	1268	5428
gene12675	265	322	122	312	87	577	163	122	170	101	74	131	712	85	69	297
gene12676	123	84	48	107	36	142	69	31	59	43	16	30	88	29	36	103
gene12677	35	49	6	26	12	91	22	14	21	17	11	10	40	8	2	19
gene12678	96	191	36	57	26	156	65	25	16	29	8	62	195	30	42	51
gene12679	52	142	20	52	8	105	48	24	63	22	14	29	164	12	24	28
gene12680	4	2	0	2	5	30	1	3	1	1	0	0	0	0	2	0
gene12681	12	9	0	7	1	26	11	7	0	0	0	4	1	0	0	1
gene12682	552	1044	302	537	301	1026	565	361	416	249	164	488	1438	199	200	509
gene12683	142	170	76	107	87	242	103	57	56	52	18	105	411	49	44	202
gene12684	73	94	23	38	28	76	44	29	45	47	12	38	196	32	15	61
gene12685	225	306	203	533	145	745	289	245	206	116	96	166	873	158	114	353
gene12686	6118	6353	2336	7506	3282	11034	4905	2429	3029	2143	1720	3283	11909	2091	1976	7857
gene12687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
gene12688	670	959	256	442	245	915	306	232	398	176	148	191	783	170	131	463
gene12689	14	24	10	4	1	34	6	20	4	5	10	3	65	6	1	9
gene12690	2	5	2	9	16	63	12	2	2	0	0	3	45	3	6	5
gene12691	0	4	0	0	3	0	0	0	2	1	0	4	0	0	5	0
gene12692	1347	1216	450	598	390	1734	669	314	549	477	215	391	2161	360	268	828
gene12693	37	49	4	60	10	54	19	7	38	3	7	13	86	10	3	9
gene12694	804	797	263	685	339	1402	304	321	374	332	191	308	1623	248	201	681
gene12695	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
gene12696	454	440	220	317	183	1061	206	235	245	189	82	144	1034	118	125	355
gene12697	2836	3180	1031	2262	1329	4898	1689	1001	1261	878	719	1180	5040	917	711	3337
gene12698	2647	3368	1350	2413	1569	7196	1959	1307	344	259	191	388	1383	185	226	566
gene12699	3	1	3	3	5	0	0	1	0	5	0	0	1	1	0	6
gene12700	2630	3225	1054	3094	1084	5533	2051	925	1167	820	649	1169	6434	1001	779	2082
gene12701	1788	2131	692	1436	862	2807	1189	781	1127	632	352	787	4149	666	557	1587
gene12702	0	0	2	11	0	0	3	5	3	0	0	1	0	1	2	0
gene12703	445	592	257	402	247	918	271	209	328	191	131	235	831	192	142	363
gene12704	489	850	242	699	246	1028	443	180	312	159	162	280	1248	182	206	428
gene12705	0	11	8	9	7	69	0	11	9	3	3	0	13	11	6	13
gene12706	1222	1572	522	822	586	2524	1050	581	903	736	249	714	3271	448	397	1039
gene12707	108	137	71	76	66	237	71	47	215	147	128	117	649	93	80	294
gene12708	545	712	151	385	200	909	445	276	301	228	123	278	1006	193	134	540
gene12709	508	458	286	420	273	873	285	185	315	208	109	172	1133	162	137	512
gene12710	0	0	0	0	0	1	1	1	0	6	0	0	0	1	0	0
gene12711	16	51	2	31	6	79	10	1	8	10	2	19	12	6	7	22
gene12712	435	729	161	515	87	740	316	159	88	65	59	88	309	68	63	209
gene12713	13	15	2	7	7	8	0	0	9	4	3	5	15	0	1	4
gene12714	227	407	101	281	89	513	216	116	168	105	83	105	636	54	42	173
gene12715	2179	3833	1119	3260	916	6206	1893	1176	1725	1021	625	1414	6261	784	727	2512
gene12716	275	243	115	222	83	414	228	110	175	115	32	121	535	89	80	330
gene12717	35	100	11	46	12	84	18	19	24	10	6	10	41	10	9	33
gene12718	337	449	91	287	186	467	220	162	189	213	78	159	444	71	114	256
gene12719	189	162	64	113	58	295	95	70	101	59	13	52	234	44	58	85
gene12720	28	35	8	16	8	60	15	3	3	3	3	13	37	3	2	11
gene12721	14	27	5	41	13	70	23	8	13	22	4	13	70	5	2	33
gene12722	5	3	1	1	1	39	7	2	0	0	3	0	0	1	0	0
gene12723	18	58	24	25	7	26	4	7	15	7	8	18	90	10	10	27
gene12724	233	276	127	276	162	428	171	140	151	145	75	202	417	91	61	279
gene12725	2	2	1	9	0	7	0	1	4	5	0	1	5	1	1	9
gene12726	30	22	16	19	12	72	21	14	7	0	0	3	3	1	2	4
gene12727	42	26	20	35	19	77	11	13	21	9	16	10	31	9	4	42
gene12728	82	42	46	138	7	78	82	53	45	32	23	22	103	24	11	39
gene12729	927	1089	397	1158	523	2033	627	597	731	333	215	472	2114	279	301	930
gene12730	2287	2460	1062	1932	1000	4443	1705	1052	1561	760	625	1097	5636	632	684	1941
gene12731	0	19	0	1	0	2	0	0	4	0	0	1	0	0	0	0
gene12732	326	246	153	283	103	1023	169	131	115	104	65	179	486	65	67	269
gene12733	3	40	8	15	14	12	9	21	31	6	12	10	9	4	2	16
gene12734	20	1	2	12	6	2	0	1	16	36	3	2	69	11	15	8
gene12735	2291	2042	730	2049	649	4821	1239	820	938	616	434	1069	4879	814	663	1497
gene12736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene12737	3041	4015	1216	2721	1372	5528	2002	1030	1654	1009	629	1237	4919	1095	894	2811
gene12738	10	13	19	6	3	37	7	0	12	2	5	3	60	4	1	24
gene12739	53	54	6	26	15	59	24	21	7	8	9	20	53	1	8	16
gene12740	235	301	113	215	108	621	153	100	149	89	54	158	522	54	87	184
gene12741	298	315	131	372	135	714	196	146	251	126	54	233	522	132	92	316
gene12742	93	73	28	111	21	270	73	36	63	11	19	46	164	28	25	72
gene12743	689	829	257	643	246	1085	501	217	370	262	192	224	894	239	140	653
gene12744	74	115	35	28	16	97	42	16	25	22	16	35	194	29	15	40
gene12745	4	3	4	11	5	7	20	1	3	1	3	1	11	0	3	0
gene12746	20	14	5	15	11	67	2	8	21	2	5	6	30	9	1	35
gene12747	192	293	55	225	64	470	152	128	122	128	53	119	402	56	50	315
gene12748	0	0	1	10	1	19	1	0	5	0	0	0	21	3	1	12
gene12749	6	0	0	7	5	20	1	0	2	5	1	1	12	17	0	10
gene12750	26	18	5	25	3	44	4	3	9	19	4	5	30	8	3	8
gene12751	682	718	190	383	232	928	295	221	355	139	127	293	1016	203	127	473
gene12752	18	35	13	7	8	64	33	20	10	4	10	10	68	11	6	17
gene12753	36	9	20	37	15	124	6	21	9	24	8	22	75	20	17	26
gene12754	27	33	29	33	29	112	16	19	14	16	3	34	88	9	12	35
gene12755	1184	1156	547	1600	692	3009	1066	825	1022	689	386	829	2374	499	486	1193
gene12756	96	186	72	112	78	283	39	73	63	47	31	52	240	28	39	121
gene12757	1041	1261	438	944	234	1630	721	469	359	344	235	307	1736	298	249	618
gene12758	1519	1176	523	1347	554	2105	940	478	730	588	243	511	2260	296	409	958
gene12759	885	933	213	737	240	1329	423	434	1282	859	556	1031	6493	871	422	2263
gene12760	1	20	8	1	6	2	0	0	5	5	0	21	7	0	0	0
gene12761	59	34	28	43	31	75	40	28	42	19	16	24	101	18	23	72
gene12762	52	62	40	40	31	79	47	48	57	31	24	44	108	29	14	64
gene12763	15851	11989	5524	9191	5679	25439	6992	5895	7429	4723	3341	6322	25073	4425	3834	10734
gene12764	0	8	2	3	2	2	0	4	1	5	3	0	20	2	2	1
gene12765	74	82	16	39	22	59	61	24	32	27	9	16	88	11	24	54
gene12766	1152	1410	482	829	425	1479	677	714	708	457	279	467	2722	427	317	1276
gene12767	106	192	70	207	91	311	105	74	104	35	48	73	207	55	28	157
gene12768	84	58	9	59	9	83	40	13	18	15	17	9	59	9	22	20
gene12769	355	520	139	263	137	515	186	125	175	144	42	132	549	108	124	341
gene12770	14	58	3	9	15	4	13	6	10	7	15	22	58	4	8	25
gene12771	21	4	15	43	8	40	8	8	6	19	2	15	32	8	7	10
gene12772	113	99	43	71	52	224	123	32	399	155	130	119	1268	89	156	209
gene12773	0	17	1	7	4	17	0	0	1	1	0	0	15	2	3	16
gene12774	961	1028	349	973	606	2748	593	411	654	349	275	533	2172	235	301	677
gene12775	173	278	87	238	73	591	187	165	156	81	68	130	386	63	96	212
gene12776	24	37	54	26	11	35	22	18	37	24	4	23	37	12	25	36
gene12777	3	3	0	3	0	7	0	1	2	0	0	0	0	2	3	13
gene12778	1348	1220	532	1134	507	2025	677	572	791	543	266	518	3747	425	328	1030
gene12779	45	20	18	27	25	20	25	16	23	15	2	7	32	16	8	24
gene12780	81	128	24	85	30	240	40	31	48	15	34	66	112	16	35	66
gene12781	1000	1559	609	1115	411	1889	516	549	3700	2031	1103	2130	9406	1744	1270	5168
gene12782	6	8	13	25	9	38	25	1	12	14	8	4	32	3	4	8
gene12783	11	27	7	16	7	37	1	16	11	19	1	10	9	2	3	15
gene12784	5705	6872	3223	6933	2123	12648	4109	2099	521	319	192	573	1553	288	218	614
gene12785	34	51	20	35	14	58	24	7	34	8	12	6	51	8	7	39
gene12786	260	329	72	188	105	515	135	131	463	270	189	239	1643	309	255	590
gene12787	298	245	120	426	201	686	144	184	205	134	67	210	552	113	133	208
gene12788	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
gene12789	1396	1494	387	1124	334	1655	542	457	135	104	50	155	447	91	71	207
gene12790	49	61	33	49	24	52	41	24	59	22	18	43	137	15	23	39
gene12791	3	1	12	2	1	34	10	4	1	2	5	7	19	0	4	12
gene12792	46	74	33	101	27	152	52	30	16	31	27	21	98	34	19	45
gene12793	190	186	101	125	98	321	190	93	73	74	76	82	262	80	63	204
gene12794	96	61	39	115	21	131	34	42	11	11	2	12	23	2	4	5
gene12795	562	863	237	689	308	1856	796	234	466	203	222	393	1466	289	179	838
gene12796	8	5	0	7	0	32	2	1	6	0	2	6	0	2	1	2
gene12797	14	5	0	1	0	0	0	1	0	0	0	16	0	1	1	0
gene12798	1984	2444	981	2070	1195	4739	1116	788	430	223	114	217	1125	196	139	452
gene12799	565	510	249	332	352	861	290	279	258	179	162	139	981	251	135	476
gene12800	157	158	55	136	71	272	88	62	88	70	54	63	245	43	41	200
gene12801	49	200	34	72	44	106	51	57	50	17	20	41	218	23	21	76
gene12802	5	0	0	0	0	0	0	1	1	0	0	0	0	17	0	31
gene12803	4	5	0	8	0	0	0	0	0	2	0	0	0	0	0	1
gene12804	5997	7288	3071	5307	3114	16247	4222	3285	3778	2912	2252	4022	16151	2508	2137	4741
gene12805	1588	2199	845	2168	795	2584	1198	705	1408	585	435	600	3870	456	691	1812
gene12806	220	362	144	194	168	635	193	81	172	95	80	107	551	103	85	232
gene12807	3150	3747	1409	2925	1150	7717	1924	1605	1818	1036	882	2207	6443	917	964	2722
gene12808	1352	1594	727	1147	616	2909	1108	636	909	549	485	626	2384	564	453	1207
gene12809	132	217	80	163	108	426	119	81	105	79	20	125	433	33	68	145
gene12810	220	143	30	72	29	181	57	37	34	42	30	37	175	14	32	52
gene12811	1	0	2	1	1	41	0	1	3	0	8	0	4	1	0	0
gene12812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene12813	33	46	8	20	14	44	13	8	15	5	7	8	65	7	4	26
gene12814	876	589	328	847	305	1454	548	352	367	305	209	477	1254	211	223	591
gene12815	348	315	99	192	95	452	132	88	101	97	59	127	639	69	60	322
gene12816	41	79	37	81	26	98	36	14	32	11	13	33	95	11	23	59
gene12817	28	46	22	44	43	112	15	23	20	27	6	28	76	17	13	47
gene12818	123	94	26	97	42	54	103	34	38	36	23	62	202	17	19	43
gene12819	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
gene12820	7	5	1	24	1	24	1	0	0	2	0	0	5	1	0	7
gene12821	55	36	9	27	5	39	32	22	11	2	0	3	24	2	2	8
gene12822	868	1280	445	1262	306	1736	679	510	494	358	321	571	1901	277	322	856
gene12823	271	409	158	326	123	855	294	160	228	161	95	162	908	151	103	438
gene12824	42	25	26	43	28	196	38	17	156	125	47	68	883	142	105	211
gene12825	122	93	34	83	30	122	50	72	108	156	84	123	562	103	68	293
gene12826	34	34	14	46	5	80	32	18	32	24	14	20	124	23	19	61
gene12827	3	6	9	12	14	11	8	10	9	5	1	12	46	3	4	9
gene12828	12	3	2	0	0	15	1	1	0	0	0	3	0	0	4	0
gene12829	1548	2112	893	1840	687	4445	1593	624	728	693	483	1061	3381	551	489	2211
gene12830	29	48	19	56	35	88	40	40	13	20	7	41	86	12	7	48
gene12831	200	431	124	272	150	527	199	125	192	107	43	112	427	84	61	317
gene12832	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
gene12833	3334	4086	1081	3560	1197	5508	2004	1421	1822	804	814	1123	8395	817	706	2441
